chain,k,n_events,jev_choice,jev_conf,jev_lat,ds_level,ds_escalate,ds_ok,ds_lat,note
dense_attack_40,1,38,level_1_mild,0.98,1.207,,,,,
dense_attack_40,2,38,level_1_mild,1.0,1.262,,,,,
dense_attack_40,3,38,level_1_mild,1.0,1.207,,,,,
dense_attack_40,4,38,level_1_mild,1.0,1.291,,,,,
dense_attack_40,5,38,level_1_mild,1.0,1.128,,,,,
dense_attack_40,6,38,level_1_mild,1.0,1.313,,,,,
dense_attack_40,7,38,level_1_mild,1.0,1.283,,,,,
dense_attack_40,8,38,level_1_mild,1.0,1.17,,,,,
dense_attack_40,9,38,level_1_mild,1.0,1.179,,,,,
dense_attack_40,10,38,level_1_mild,1.0,1.202,,,,,
dense_attack_40,11,38,level_1_mild,1.0,1.265,,,,,
dense_attack_40,12,38,level_1_mild,1.0,1.286,,,,,
dense_attack_40,13,38,level_1_mild,1.0,1.124,,,,,
dense_attack_40,14,38,level_1_mild,1.0,1.279,,,,,
dense_attack_40,15,38,level_1_mild,1.0,1.246,,,,,
dense_attack_40,16,38,level_1_mild,0.96,1.42,,,,,
dense_attack_40,17,38,level_1_mild,0.97,1.482,,,,,
dense_attack_40,18,38,level_1_mild,0.95,1.151,,,,,
dense_attack_40,19,38,level_1_mild,0.97,1.131,,,,,
dense_attack_40,20,38,level_1_mild,0.97,1.176,,,,,
dense_attack_40,21,38,level_1_mild,0.98,1.468,,,,,
dense_attack_40,22,38,level_1_mild,0.98,1.338,,,,,
dense_attack_40,23,38,level_1_mild,0.98,1.1,,,,,
dense_attack_40,24,38,level_1_mild,0.98,1.216,,,,,
dense_attack_40,25,38,level_1_mild,0.98,1.304,,,,,
dense_attack_40,26,38,level_1_mild,0.99,1.153,,,,,
dense_attack_40,27,38,level_1_mild,0.97,1.343,,,,,
dense_attack_40,28,38,level_1_mild,0.97,1.244,,,,,
dense_attack_40,29,38,level_1_mild,0.98,1.197,,,,,
dense_attack_40,30,38,level_1_mild,0.98,1.218,,,,,
dense_attack_40,31,38,level_1_mild,0.66,1.169,2,False,True,2.623,
dense_attack_40,32,38,level_3_severe,0.42,1.28,3,True,True,2.705,
dense_attack_40,33,38,level_3_severe,0.86,1.15,,,,,
dense_attack_40,34,38,level_3_severe,0.49,1.114,4,True,True,2.968,
dense_attack_40,35,38,level_3_severe,0.44,1.219,4,True,True,3.173,
dense_attack_40,36,38,level_4_critical,0.76,1.505,4,True,True,2.76,
dense_attack_40,37,38,level_4_critical,0.68,1.179,4,True,True,3.911,
dense_attack_40,38,38,level_4_critical,0.8,1.548,,,,,
early_attack_50,1,50,level_3_severe,0.68,1.085,3,True,True,1.765,
early_attack_50,2,50,level_3_severe,0.26,1.224,3,True,True,2.612,
early_attack_50,3,50,level_3_severe,0.89,1.359,,,,,
early_attack_50,4,50,level_3_severe,0.85,1.171,,,,,
early_attack_50,5,50,level_3_severe,0.96,1.437,,,,,
early_attack_50,6,50,level_3_severe,0.96,1.209,,,,,
early_attack_50,7,50,level_3_severe,0.97,1.249,,,,,
early_attack_50,8,50,level_3_severe,0.95,1.229,,,,,
early_attack_50,9,50,level_3_severe,0.61,1.177,4,True,True,2.164,
early_attack_50,10,50,level_3_severe,0.6,1.433,4,True,True,2.495,
early_attack_50,11,50,level_4_critical,0.69,1.117,4,True,True,2.383,
early_attack_50,12,50,level_4_critical,0.65,2.035,4,True,True,2.668,
early_attack_50,13,50,level_4_critical,0.63,1.785,4,True,True,3.029,
early_attack_50,14,50,level_4_critical,0.66,1.673,4,True,True,3.103,
early_attack_50,15,50,level_4_critical,0.61,1.57,4,True,True,3.838,
early_attack_50,16,50,level_4_critical,0.65,1.672,4,True,True,3.587,
early_attack_50,17,50,level_4_critical,0.58,1.652,4,True,True,94.565,
early_attack_50,18,50,level_4_critical,0.55,1.85,4,True,True,34.666,
early_attack_50,19,50,level_4_critical,0.46,1.664,4,True,True,2.763,
early_attack_50,20,50,level_4_critical,0.51,1.555,4,True,True,3.192,
early_attack_50,21,50,level_4_critical,0.52,1.657,4,True,True,94.879,
early_attack_50,22,50,level_4_critical,0.56,2.017,4,True,True,3.382,
early_attack_50,23,50,level_4_critical,0.49,1.705,4,True,True,3.157,
early_attack_50,24,50,level_4_critical,0.46,6.297,4,True,True,3.313,
early_attack_50,25,50,level_4_critical,0.54,1.841,4,True,True,3.057,
early_attack_50,26,50,level_4_critical,0.51,1.912,4,True,True,2.711,
early_attack_50,27,50,level_4_critical,0.51,1.701,4,True,True,4.208,
early_attack_50,28,50,level_4_critical,0.56,1.945,4,True,True,4.249,
early_attack_50,29,50,level_4_critical,0.5,1.727,4,True,True,3.426,
early_attack_50,30,50,level_4_critical,0.5,1.702,4,True,True,2.827,
early_attack_50,31,50,level_4_critical,0.49,1.556,4,True,True,3.552,
early_attack_50,32,50,level_4_critical,0.39,1.603,4,True,True,2.967,
early_attack_50,33,50,level_4_critical,0.42,1.872,4,True,True,3.199,
early_attack_50,34,50,level_4_critical,0.44,1.893,4,True,True,3.415,
early_attack_50,35,50,level_4_critical,0.42,1.919,4,True,True,3.2,
early_attack_50,36,50,level_4_critical,0.43,2.239,4,True,True,2.974,
early_attack_50,37,50,level_4_critical,0.4,1.575,4,True,True,3.286,
early_attack_50,38,50,level_3_severe,0.42,1.718,4,True,True,29.843,
early_attack_50,39,50,level_4_critical,0.44,1.777,4,True,True,3.494,
early_attack_50,40,50,level_4_critical,0.39,1.771,4,True,True,2.665,
early_attack_50,41,50,level_4_critical,0.46,1.779,4,True,True,3.105,
early_attack_50,42,50,level_4_critical,0.37,1.823,4,True,True,3.314,
early_attack_50,43,50,level_4_critical,0.41,1.588,4,True,True,3.145,
early_attack_50,44,50,level_3_severe,0.43,1.933,4,True,True,2.716,
early_attack_50,45,50,level_4_critical,0.39,1.938,4,True,True,3.294,
early_attack_50,46,50,level_4_critical,0.37,1.772,4,True,True,3.128,
early_attack_50,47,50,level_3_severe,0.39,1.781,4,True,True,2.865,
early_attack_50,48,50,level_3_severe,0.41,1.92,4,True,True,2.963,
early_attack_50,49,50,level_3_severe,0.38,1.709,4,True,True,4.37,
early_attack_50,50,50,level_4_critical,0.4,2.021,4,True,True,18.068,
slow_burn_50,1,56,level_1_mild,0.98,1.785,,,,,
slow_burn_50,2,56,level_1_mild,1.0,1.834,,,,,
slow_burn_50,3,56,level_1_mild,1.0,1.635,,,,,
slow_burn_50,4,56,level_1_mild,1.0,1.948,,,,,
slow_burn_50,5,56,level_1_mild,1.0,2.189,,,,,
slow_burn_50,6,56,level_1_mild,1.0,1.871,,,,,
slow_burn_50,7,56,level_1_mild,1.0,2.158,,,,,
slow_burn_50,8,56,level_1_mild,1.0,1.594,,,,,
slow_burn_50,9,56,level_1_mild,1.0,1.644,,,,,
slow_burn_50,10,56,level_1_mild,1.0,1.711,,,,,
slow_burn_50,11,56,level_1_mild,1.0,1.875,,,,,
slow_burn_50,12,56,level_1_mild,1.0,1.892,,,,,
slow_burn_50,13,56,level_1_mild,0.4,1.857,3,True,True,4.131,
slow_burn_50,14,56,level_1_mild,0.61,1.661,2,False,True,3.52,
slow_burn_50,15,56,level_1_mild,0.62,1.803,2,False,True,2.898,
slow_burn_50,16,56,level_1_mild,0.62,1.697,2,False,True,2.759,
slow_burn_50,17,56,level_1_mild,0.54,1.692,2,False,True,3.353,
slow_burn_50,18,56,level_1_mild,0.52,1.527,2,False,True,3.008,
slow_burn_50,19,56,level_1_mild,0.65,1.485,2,False,True,3.091,
slow_burn_50,20,56,level_1_mild,0.66,1.62,2,False,True,3.094,
slow_burn_50,21,56,level_1_mild,0.65,1.628,2,False,True,3.076,
slow_burn_50,22,56,level_1_mild,0.64,1.628,2,False,True,2.692,
slow_burn_50,23,56,level_1_mild,0.71,1.553,2,False,True,3.13,
slow_burn_50,24,56,level_1_mild,0.73,1.92,2,False,True,3.033,
slow_burn_50,25,56,level_1_mild,0.68,1.82,2,False,True,3.231,
slow_burn_50,26,56,level_3_severe,0.28,1.753,3,True,True,2.974,
slow_burn_50,27,56,level_2_moderate,0.31,1.654,3,True,True,4.29,
slow_burn_50,28,56,level_2_moderate,0.39,1.622,3,True,True,3.328,
slow_burn_50,29,56,level_2_moderate,0.36,1.666,3,True,True,3.284,
slow_burn_50,30,56,level_2_moderate,0.36,1.868,3,True,True,3.292,
slow_burn_50,31,56,level_2_moderate,0.34,1.978,3,True,True,4.944,
slow_burn_50,32,56,level_2_moderate,0.29,2.08,3,True,True,3.946,
slow_burn_50,33,56,level_3_severe,0.88,2.028,,,,,
slow_burn_50,34,56,level_3_severe,0.85,1.635,,,,,
slow_burn_50,35,56,level_3_severe,0.81,1.796,,,,,
slow_burn_50,36,56,level_3_severe,0.83,1.657,,,,,
slow_burn_50,37,56,level_3_severe,0.8,1.912,,,,,
slow_burn_50,38,56,level_3_severe,0.83,1.655,,,,,
slow_burn_50,39,56,level_3_severe,0.81,1.694,,,,,
slow_burn_50,40,56,level_3_severe,0.8,1.647,,,,,
slow_burn_50,41,56,level_3_severe,0.8,1.863,,,,,
slow_burn_50,42,56,level_3_severe,0.83,2.135,,,,,
slow_burn_50,43,56,level_3_severe,0.82,1.668,,,,,
slow_burn_50,44,56,level_3_severe,0.81,1.657,,,,,
slow_burn_50,45,56,level_3_severe,0.84,1.622,,,,,
slow_burn_50,46,56,level_3_severe,0.81,1.844,,,,,
slow_burn_50,47,56,level_4_critical,0.55,1.672,4,True,True,2.795,
slow_burn_50,48,56,level_4_critical,0.46,1.629,4,True,True,2.915,
slow_burn_50,49,56,level_4_critical,0.46,1.716,4,True,True,2.92,
slow_burn_50,50,56,level_4_critical,0.49,1.628,4,True,True,2.663,
slow_burn_50,51,56,level_4_critical,0.52,1.789,4,True,True,2.621,
slow_burn_50,52,56,level_4_critical,0.55,1.632,4,True,True,3.469,
slow_burn_50,53,56,level_4_critical,0.48,1.886,4,True,True,2.869,
slow_burn_50,54,56,level_4_critical,0.51,1.675,4,True,True,2.626,
slow_burn_50,55,56,level_4_critical,0.47,1.983,4,True,True,3.239,
slow_burn_50,56,56,level_4_critical,0.51,1.559,4,True,True,3.237,
sparse_1in10_50,1,55,level_1_mild,0.98,1.166,,,,,
sparse_1in10_50,2,55,level_1_mild,1.0,1.156,,,,,
sparse_1in10_50,3,55,level_1_mild,1.0,1.577,,,,,
sparse_1in10_50,4,55,level_1_mild,1.0,1.668,,,,,
sparse_1in10_50,5,55,level_1_mild,1.0,1.59,,,,,
sparse_1in10_50,6,55,level_1_mild,1.0,1.7,,,,,
sparse_1in10_50,7,55,level_1_mild,1.0,1.642,,,,,
sparse_1in10_50,8,55,level_1_mild,1.0,1.807,,,,,
sparse_1in10_50,9,55,level_1_mild,1.0,1.927,,,,,
sparse_1in10_50,10,55,level_1_mild,1.0,1.691,,,,,
sparse_1in10_50,11,55,level_1_mild,0.54,1.683,2,False,True,3.071,
sparse_1in10_50,12,55,level_1_mild,0.67,1.635,2,False,True,3.087,
sparse_1in10_50,13,55,level_1_mild,0.66,1.855,2,False,True,3.213,
sparse_1in10_50,14,55,level_1_mild,0.59,1.466,2,False,True,4.099,
sparse_1in10_50,15,55,level_1_mild,0.61,1.141,2,False,True,33.012,
sparse_1in10_50,16,55,level_1_mild,0.73,1.832,2,False,True,3.622,
sparse_1in10_50,17,55,level_1_mild,0.66,1.653,2,False,True,3.473,
sparse_1in10_50,18,55,level_1_mild,0.62,1.803,2,False,True,3.51,
sparse_1in10_50,19,55,level_1_mild,0.71,1.631,2,False,True,2.918,
sparse_1in10_50,20,55,level_1_mild,0.72,1.789,2,False,True,4.512,
sparse_1in10_50,21,55,level_1_mild,0.7,1.683,2,False,True,2.967,
sparse_1in10_50,22,55,level_3_severe,0.46,1.866,3,True,True,4.084,
sparse_1in10_50,23,55,level_2_moderate,0.3,1.59,3,True,True,2.864,
sparse_1in10_50,24,55,level_2_moderate,0.36,1.663,3,True,True,3.701,
sparse_1in10_50,25,55,level_2_moderate,0.4,1.946,3,True,True,23.854,
sparse_1in10_50,26,55,level_2_moderate,0.42,1.684,3,True,True,3.699,
sparse_1in10_50,27,55,level_2_moderate,0.44,1.741,3,True,True,4.628,
sparse_1in10_50,28,55,level_2_moderate,0.37,1.622,3,True,True,3.735,
sparse_1in10_50,29,55,level_2_moderate,0.42,1.878,2,False,True,4.553,
sparse_1in10_50,30,55,level_2_moderate,0.39,1.861,3,True,True,4.527,
sparse_1in10_50,31,55,level_2_moderate,0.42,1.805,3,True,True,4.18,
sparse_1in10_50,32,55,level_2_moderate,0.37,1.839,3,True,True,3.114,
sparse_1in10_50,33,55,level_3_severe,0.9,2.0,,,,,
sparse_1in10_50,34,55,level_3_severe,0.89,1.913,,,,,
sparse_1in10_50,35,55,level_3_severe,0.87,1.936,,,,,
sparse_1in10_50,36,55,level_3_severe,0.85,1.807,,,,,
sparse_1in10_50,37,55,level_3_severe,0.86,1.619,,,,,
sparse_1in10_50,38,55,level_3_severe,0.83,1.683,,,,,
sparse_1in10_50,39,55,level_3_severe,0.83,1.772,,,,,
sparse_1in10_50,40,55,level_3_severe,0.85,1.865,,,,,
sparse_1in10_50,41,55,level_3_severe,0.84,1.097,,,,,
sparse_1in10_50,42,55,level_3_severe,0.85,1.176,,,,,
sparse_1in10_50,43,55,level_3_severe,0.86,1.117,,,,,
sparse_1in10_50,44,55,level_3_severe,0.79,1.206,4,True,True,2.44,
sparse_1in10_50,45,55,level_3_severe,0.83,1.268,,,,,
sparse_1in10_50,46,55,level_3_severe,0.84,1.274,,,,,
sparse_1in10_50,47,55,level_3_severe,0.76,1.676,4,True,True,2.333,
sparse_1in10_50,48,55,level_3_severe,0.8,1.173,,,,,
sparse_1in10_50,49,55,level_3_severe,0.76,1.683,4,True,True,2.834,
sparse_1in10_50,50,55,level_3_severe,0.78,1.613,4,True,True,4.371,
sparse_1in10_50,51,55,level_3_severe,0.75,1.609,4,True,True,4.077,
sparse_1in10_50,52,55,level_3_severe,0.8,1.792,,,,,
sparse_1in10_50,53,55,level_3_severe,0.8,1.877,,,,,
sparse_1in10_50,54,55,level_4_critical,0.57,1.677,4,True,True,2.789,
sparse_1in10_50,55,55,level_4_critical,0.54,2.013,4,True,True,2.709,
ambiguous_40,1,40,level_1_mild,0.98,2.05,,,,,
ambiguous_40,2,40,level_1_mild,0.59,1.988,3,True,True,5.067,
ambiguous_40,3,40,level_1_mild,0.67,1.905,3,True,True,3.85,
ambiguous_40,4,40,level_1_mild,0.61,1.086,2,False,True,2.37,
ambiguous_40,5,40,level_1_mild,0.75,1.194,2,False,True,6.433,
ambiguous_40,6,40,level_1_mild,0.69,1.764,2,False,True,2.559,
ambiguous_40,7,40,level_1_mild,0.72,1.532,1,False,True,2.473,
ambiguous_40,8,40,level_1_mild,0.51,1.156,1,False,True,5.364,
ambiguous_40,9,40,level_1_mild,0.52,1.172,1,False,True,3.799,
ambiguous_40,10,40,level_1_mild,0.46,1.325,1,False,True,11.737,
ambiguous_40,11,40,level_1_mild,0.41,1.177,1,False,True,3.727,
ambiguous_40,12,40,level_1_mild,0.44,2.162,1,False,True,3.478,
ambiguous_40,13,40,level_1_mild,0.42,1.835,2,False,True,3.218,
ambiguous_40,14,40,level_1_mild,0.4,1.735,2,False,True,3.401,
ambiguous_40,15,40,level_1_mild,0.52,1.512,1,False,True,8.36,
ambiguous_40,16,40,level_1_mild,0.44,1.248,2,False,True,3.234,
ambiguous_40,17,40,level_1_mild,0.49,1.646,2,False,True,4.048,
ambiguous_40,18,40,level_1_mild,0.5,1.784,2,False,True,5.081,
ambiguous_40,19,40,level_1_mild,0.52,1.794,1,False,True,3.06,
ambiguous_40,20,40,level_1_mild,0.53,1.556,2,False,True,5.136,
ambiguous_40,21,40,level_1_mild,0.5,2.043,3,True,True,10.251,
ambiguous_40,22,40,level_1_mild,0.43,1.946,2,False,True,14.454,
ambiguous_40,23,40,level_1_mild,0.49,1.426,1,False,True,3.977,
ambiguous_40,24,40,level_1_mild,0.48,1.946,1,False,True,3.392,
ambiguous_40,25,40,level_1_mild,0.43,1.674,1,False,True,3.122,
ambiguous_40,26,40,level_1_mild,0.4,1.788,1,False,True,3.575,
ambiguous_40,27,40,level_1_mild,0.47,1.589,2,False,True,8.073,
ambiguous_40,28,40,level_1_mild,0.39,1.831,1,False,True,3.283,
ambiguous_40,29,40,level_1_mild,0.42,1.811,1,False,True,5.059,
ambiguous_40,30,40,level_1_mild,0.41,2.044,2,False,True,3.03,
ambiguous_40,31,40,level_1_mild,0.48,1.15,2,False,True,2.791,
ambiguous_40,32,40,level_1_mild,0.39,1.138,1,False,True,2.483,
ambiguous_40,33,40,level_1_mild,0.42,1.122,1,False,True,2.996,
ambiguous_40,34,40,level_1_mild,0.42,1.898,2,False,True,6.024,
ambiguous_40,35,40,level_1_mild,0.43,1.904,1,False,True,3.235,
ambiguous_40,36,40,level_1_mild,0.42,1.057,2,False,True,4.196,
ambiguous_40,37,40,level_1_mild,0.4,2.093,2,False,True,3.502,
ambiguous_40,38,40,level_1_mild,0.35,1.644,1,False,True,4.613,
ambiguous_40,39,40,level_1_mild,0.42,1.679,2,False,True,8.754,
ambiguous_40,40,40,level_1_mild,0.47,1.93,1,False,True,4.472,
subtle_long_50,1,49,level_1_mild,0.98,1.661,,,,,
subtle_long_50,2,49,level_1_mild,1.0,1.63,,,,,
subtle_long_50,3,49,level_1_mild,1.0,1.7,,,,,
subtle_long_50,4,49,level_1_mild,1.0,1.689,,,,,
subtle_long_50,5,49,level_1_mild,1.0,1.571,,,,,
subtle_long_50,6,49,level_1_mild,1.0,1.707,,,,,
subtle_long_50,7,49,level_1_mild,1.0,1.628,,,,,
subtle_long_50,8,49,level_1_mild,1.0,1.564,,,,,
subtle_long_50,9,49,level_1_mild,1.0,1.118,,,,,
subtle_long_50,10,49,level_1_mild,1.0,1.13,,,,,
subtle_long_50,11,49,level_1_mild,1.0,1.287,,,,,
subtle_long_50,12,49,level_1_mild,1.0,1.246,,,,,
subtle_long_50,13,49,level_1_mild,1.0,1.17,,,,,
subtle_long_50,14,49,level_1_mild,1.0,1.107,,,,,
subtle_long_50,15,49,level_1_mild,1.0,1.283,,,,,
subtle_long_50,16,49,level_1_mild,0.97,1.378,,,,,
subtle_long_50,17,49,level_1_mild,0.96,1.387,,,,,
subtle_long_50,18,49,level_1_mild,0.98,1.247,,,,,
subtle_long_50,19,49,level_1_mild,0.98,1.229,,,,,
subtle_long_50,20,49,level_1_mild,0.98,1.38,,,,,
subtle_long_50,21,49,level_1_mild,0.98,1.126,,,,,
subtle_long_50,22,49,level_1_mild,0.97,1.138,,,,,
subtle_long_50,23,49,level_1_mild,0.99,1.296,,,,,
subtle_long_50,24,49,level_1_mild,0.97,1.102,,,,,
subtle_long_50,25,49,level_1_mild,0.98,1.137,,,,,
subtle_long_50,26,49,level_1_mild,0.98,1.156,,,,,
subtle_long_50,27,49,level_1_mild,0.98,1.156,,,,,
subtle_long_50,28,49,level_1_mild,0.98,1.426,,,,,
subtle_long_50,29,49,level_1_mild,0.99,1.244,,,,,
subtle_long_50,30,49,level_1_mild,0.98,1.144,,,,,
subtle_long_50,31,49,level_1_mild,0.7,1.192,3,True,True,3.398,
subtle_long_50,32,49,level_1_mild,0.78,1.992,2,False,True,5.061,
subtle_long_50,33,49,level_1_mild,0.77,1.813,2,False,True,3.221,
subtle_long_50,34,49,level_1_mild,0.76,1.938,2,False,True,2.864,
subtle_long_50,35,49,level_1_mild,0.81,1.837,,,,,
subtle_long_50,36,49,level_1_mild,0.83,2.046,,,,,
subtle_long_50,37,49,level_1_mild,0.79,1.73,2,False,True,4.69,
subtle_long_50,38,49,level_1_mild,0.81,1.82,,,,,
subtle_long_50,39,49,level_1_mild,0.75,1.829,2,False,True,3.395,
subtle_long_50,40,49,level_1_mild,0.46,1.689,3,True,True,3.961,
subtle_long_50,41,49,level_1_mild,0.48,1.787,3,True,True,4.103,
subtle_long_50,42,49,level_1_mild,0.43,1.711,2,False,True,4.448,
subtle_long_50,43,49,level_1_mild,0.52,1.765,2,False,True,3.653,
subtle_long_50,44,49,level_1_mild,0.47,1.703,2,False,True,3.084,
subtle_long_50,45,49,level_1_mild,0.5,1.72,3,True,True,3.816,
subtle_long_50,46,49,level_1_mild,0.52,1.705,2,False,True,4.342,
subtle_long_50,47,49,level_2_moderate,0.19,1.678,3,True,True,3.798,
subtle_long_50,48,49,level_3_severe,0.2,1.793,3,True,True,3.377,
subtle_long_50,49,49,level_3_severe,0.39,1.759,4,True,True,3.748,
